"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Virginia Woolf : a biography","","011981300","Monograph","Language material ; Text","Volume","GB96X8660","","9780701165079","Lee, Hermione","","person","author","Lee, Hermione, author [person]","","","England","London","Chatto & Windus","1996","","600 pages, illustrations, portraits, 24 cm","823.912","97/03245 ; YC.1997.b.169","Woolf, Virginia, 1882-1941--Biography ; Novelists, English--20th century--Biography ; English fiction","","English","Includes index",""
"Virginia Woolf : a biography","","011981815","Monograph","Language material ; Text","Volume","GB9029011","","9780701208462","Bell, Quentin","","person","author","Bell, Quentin, author [person]","","","England","London","Hogarth","1990","","xv, 316 pages, 16 pages of plates, illustrations, portraits, 24 cm","823.912","YH.1990.b.473","Woolf, Virginia, 1882-1941 ; Novelists, English--20th century--Biography ; Fiction in English--Woolf, Virginia--1882-1941--Biographies","","English","New edition - Previous edition: 1972 ; bibliography: p. 282-284. - Includes index",""
"Virginia Woolf : a biography","","018410280","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook)","GBB7B5802","","9781448181865","Bell, Quentin","","person","author","Bell, Quentin, author [person]","","","England","London","Vintage Digital","2017","","1 online resource, illustrations","823.912","ELD.DS.191673","Woolf, Virginia, 1882-1941 ; Women novelists, English--20th century--Biography","Biography","English","",""
"Virginia Woolf : a biography. Vol. 1. Virginia Stephen 1882-1912","","005629890","Monograph","Language material ; Text","Volume","GB8520018","","9780586083536","Bell, Quentin","","person","author","Bell, Quentin, author [person]","","","England","London","Triad","1982","","ix, 228 pages, 16 pages of plates, illustrations, 1 genealogical table, portraits, 20 cm","823.912","","Woolf, Virginia, 1882-1941 ; Authors, English--20th century--Biography ; Fiction in English--Woolf, Virginia--1882-1941","","English","Includes index ; Originally published: London : Hogarth Press, 1972",""
"Virginia Woolf : a biography. Vol. 1. Virginia Stephen, 1882-1912","","005591253","Monograph","Language material ; Text","Volume","GB7216327","","9780701202910","Bell, Quentin","","person","author","Bell, Quentin, author [person]","","","England","London","Hogarth Press","1972","","xv, 230, 13 pages, illustrations, 1 genealogical table, maps on lining papers, portraits, 24 cm","823.912","","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--Biographies","","English","Includes index",""
"Virginia Woolf : a biography. Vol. 1. Virginia Stephen, 1882-1912","","006825459","Monograph","Language material ; Text","Volume","","","9780701202910","Bell, Quentin","","person","author","Bell, Quentin, author [person]","","","England","London","Hogarth Press","1972","","xv, 230, 13 pages, illustrations, 1 genealogical table, maps on lining papers, portraits, 24 cm","823.912","72/3436 ; 72/3436a","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--Biographies","","English","Includes index",""
"Virginia Woolf : a biography. Vol. 2. Mrs Woolf 1912-1941","","005629889","Monograph","Language material ; Text","Volume","GB8520016","","9780586083543","Bell, Quentin","","person","author","Bell, Quentin, author [person]","","","England","London","Triad","1984","","ix, 300 pages, 16 pages of plates, 1 facsimile, portraits, 20 cm","823.912","","Woolf, Virginia, 1882-1941 ; Authors, English--20th century--Biography ; Fiction in English--Woolf, Virginia--1882-1941","","English","Originally published: London : Hogarth Press, 1972 ; bibliography: p. 282-284. - Includes index",""
"Virginia Woolf : a biography. Vol. 2. Mrs Woolf, 1912-1941","","005591257","Monograph","Language material ; Text","Volume","GB7226868","","9780701203719","Bell, Quentin","","person","author","Bell, Quentin, author [person]","","","England","London","Hogarth Press","1972","","xi, 300, 15 pages, 1 facsimile, maps on lining papers, portraits, 24 cm","823.912","","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--Biographies","","English","bibliography: p. 282-284. - Includes index",""
"Virginia Woolf : a centenary perspective","","010053202","Monograph","Language material ; Text","Volume","GB8404487","","9780333353165","","","","","Warner, Eric, 1951-, editor [person]","Macmillan studies in twentieth-century literature","","England","London","Macmillan","1984","","xiv, 169 pages, 23 cm","823.912","84/22857 ; X.950/39441","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--1882-1941--Conference proceedings","","English","'Proceedings of the Virginia Woolf Centenary Conference, which took place on 20-22 September, 1982 at Fitzwilliam College, Cambridge'--Introd ; Includes index",""
"Virginia Woolf : a collection of critical essays","","007680974","Monograph","Language material ; Text","Volume","GB7116183","","9780139628290 ; 9780139628375","","","","","Sprague, Claire, editor [person]","Twentieth century views","","England","Englewood Cliffs ; Hemel Hempstead","Prentice Hall","1971","","volumes, 185 pages, 21 cm","823.912","11880.bb.2/82 ; 78/8325","Fiction in English--Woolf, Virginia--Critical studies--Readings ; Woolf, Virginia, 1882-1941--Addresses, essays, lectures","","English","",""
"Virginia Woolf : a collection of critical essays","","009793519","Monograph","Language material ; Text","Volume","","","9780139532092","","","","","Homans, Margaret, 1952-, editor [person]","New century views","","United States of America","Englewood Cliffs, New Jersey","Prentice Hall","1993","","vii, 256 pages","823.912","94/16009","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","",""
"Virginia Woolf : a collection of criticism","","010029122","Monograph","Language material ; Text","Volume","GB7607713","","9780070375406","","","","","Lewis, Tom, 1942-, editor [person]","Contemporary studies in literature","","England ; United States of America","London ; New York","McGraw-Hill","1975","","x, 148 pages, 21 cm","823.912","76/1662 ; X.909/40394","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Fiction in English--Woolf, Virginia--1882-1941 ; Women and literature--England--History--20th century","","English","",""
"Virginia Woolf : a commentary","","000367292","Monograph","Language material ; Text","Volume","","","","Blackstone, Bernard","1911-","person","author","Blackstone, Bernard, 1911-, author [person]","","","England","London","Hogarth Press","1949","","255 pages (8°)","","11864.bb.15 ; W8/8146","Woolf, Virginia, 1882-1941","","English","",""
"Virginia Woolf : a commentary","","009689185","Monograph","Language material ; Text","Volume","GB7303835","","9780701203764","Blackstone, Bernard","1911-","person","author","Blackstone, Bernard, 1911-, author [person]","","","England","London","Hogarth Press","1972","","256 pages, 21 cm","823.912","X.989/19368 ; X22/7704","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--Critical studies","","English","Includes index ; Originally published: 1949",""
"Virginia Woolf : a critical memoir","","013573145","Monograph","Language material ; Text","Volume","GBA686098","","9780826494436","Holtby, Winifred","1898-1935","person","author","Holtby, Winifred, 1898-1935, author [person]","","","England","London","Continuum","2007","","203 pages, 20 cm","823.912","YC.2008.a.5104","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--Great Britain--History--20th century","","English","",""
"Virginia Woolf : a feminist slant","","012003934","Monograph","Language material ; Text","Volume","GB8433344","","9780803230811","","","","","Marcus, Jane, editor [person]","","","England","Lincoln ; London ; Nebraska","University of Nebraska Press","1983","","xv, 281 pages, 23 cm","823.912","X.950/34319","Feminism and literature--England--History--20th century ; Woolf, Virginia, 1882-1941--Views on feminism ; Feminist fiction, English--History and criticism ; Fiction in English--Woolf, Virginia--Texts ; Women and literature--England--History--20th century","","English","Includes index",""
"Virginia Woolf : a guide to research","","007431883","Monograph","Language material ; Text","Volume","GB8512699","","9780824090845","Rice, Thomas Jackson","","person","author","Rice, Thomas Jackson, author [person]","Garland reference library of the humanities","volume 432 [Garland reference library of the humanities]","England ; United States of America","London ; New York","Garland","1984","","xix, 258 pages, 23 cm","016.823912","4072.280000 ; X.950/39363","Fiction in English--Woolf, Virginia--Bibliographies ; Woolf, Virginia, 1882-1941--Bibliography","","English","Includes index",""
"Virginia Woolf : a guide to research","","018693067","Monograph","Language material ; Text","Volume","GBB817591","","9781138476011","Rice, Thomas Jackson","","person","author","Rice, Thomas Jackson, author [person]","Routledge library editions","5 [Routledge library editions]","England","London","Routledge","2018","","1 volume, 22 cm","016.823912","","Woolf, Virginia, 1882-1941--Bibliography","Bibliography","English","Additional physical form: ebook version. 9781351106191",""
"Virginia Woolf : a guide to research","","018694093","Monograph","Language material ; Text","Online resource (ePub ebook ; ebook ; Mobipocket ebook ; PDF ebook)","GBB818614","","9781351106184 ; 9781351106191 ; 9781351106207 ; 9781351106214","Rice, Thomas Jackson","","person","author","Rice, Thomas Jackson, author [person]","Routledge library editions","5 [Routledge library editions]","England","London","Routledge","2018","","1 online resource","016.823912","ELD.DS.267215","Woolf, Virginia, 1882-1941--Bibliography","Bibliography","English","Additional physical form: Print version. 9781138476011",""
"Virginia Woolf : a guide to research","","019682122","Monograph","Language material ; Text","Volume","GBC008678","","9781138476028","Rice, Thomas Jackson","","person","author","Rice, Thomas Jackson, author [person]","Routledge library editions","","England","London","Routledge","2020","","1 volume, 22 cm","016.823912","","Woolf, Virginia, 1882-1941--Bibliography","Bibliography","English","",""
"Virginia Woolf : a literary life","","010057602","Monograph","Language material ; Text","Volume","GB9102267","","9780333464700 ; 9780333464717","Mepham, John","1938-","person","author","Mepham, John, 1938-, author [person]","Macmillan literary lives","","England","London","Macmillan","1991","","xviii, 222 pages, 23 cm","823.912","YC.1992.a.455","Woolf, Virginia, 1882-1941 ; Authors, English--20th century--Biography ; English fiction","","English","",""
"Virginia Woolf : a portrait","Virginia Woolf. English","017400219","Monograph","Language material ; Text","Volume","GBB6E9379","","9780231153560","Forrester, Viviane","","person","author","Forrester, Viviane, author [person] ; Gladding, Jody, 1955-, translator [person]","","","United States of America","New York","Columbia University Press","2015","","247 pages, 1 illustration, 24 cm","823.912","YC.2016.a.10746","Woolf, Virginia, 1882-1941 ; Novelists, English--20th century--Biography","Biography","English","",""
"Virginia Woolf : a study of her novels","","010049720","Monograph","Language material ; Text","Volume","GB7911289","","9780333239797","Apter, T. E.","","person","author","Apter, T. E., author [person]","","","England","London","Macmillan","1979","","viii, 167 pages, 23 cm","823.912","79/21266 ; X.989/53655","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--England--History--20th century ; Fiction in English--Woolf, Virginia","","English","bibliography: p. 166. - Includes index",""
"Virginia Woolf : a study of her tragic vision","","007902571","Monograph","Language material ; Text","Volume","","","9788173910050","Singh, Ramadhar","1943-","person","author","Singh, Ramadhar, 1943-, author [person]","","","India","Delhi","Kanishka","1994","","185 pages, 23 cm","","YA.1994.a.16595","Woolf, Virginia, 1882-1941 ; English fiction","","English","bibliography: p. 171-182. - Includes index",""
"Virginia Woolf : a study","","001526519","Monograph","Language material ; Text","Volume","","","","Gruber, Ruth","","person","author","Gruber, Ruth, author [person]","Kölner anlistische Arbeiten","Band 24 [Kölner anlistische Arbeiten]","Germany","Leipzig","","1935","","100 pages (8°)","","W.P.4979/24","Woolf, Virginia, 1882-1941","","","",""
"Virginia Woolf : a writer's life","","011941999","Monograph","Language material ; Text","Volume","GB8605475","","9780192819079","Gordon, Lyndall","","person","author","Gordon, Lyndall, author [person]","","","England","Oxford","Oxford University Press","1986","","352 pages, illustrations, 20 cm","823.912","YC.1986.a.2749 ; YK.1992.a.1466","Woolf, Virginia, 1882-1941 ; Authors, English--20th century--Biography ; Fiction in English--Woolf, Virginia--1882-1941--Biographies","","English","",""
"Virginia Woolf : a writer's life","","012597303","Monograph","Language material ; Text","Volume","GB8424926","","9780198117230","Gordon, Lyndall","","person","author","Gordon, Lyndall, author [person]","","","England","Oxford","Oxford University Press","1984","","341 pages, 8 pages of plates, illustrations, portraits, 23 cm","823.912","84/33265 ; X.950/38808","Woolf, Virginia, 1882-1941 ; Authors, English--20th century--Biography ; Fiction in English--Woolf, Virginia--1882-1941--Biographies","","English","bibliography: p. 327-331. - Includes index",""
"Virginia Woolf : a writer's life","","013563394","Monograph","Language material ; Text","Volume","GBA682498","","9781844081424","Gordon, Lyndall","","person","author","Gordon, Lyndall, author [person]","","","England","London","Virago","2006","Revised edition","x, 431 pages 8 pages of plates, illustrations, 20 cm","823.912","YC.2007.a.6975","Woolf, Virginia, 1882-1941 ; Women novelists, English--20th century--Biography ; Novelists, English--20th century--Biography","Biography","English","Previous edition: Oxford: Oxford University Press, 1984",""
"Virginia Woolf : a writer's life","","016844310","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB4F1595","","9780349005751","Gordon, Lyndall","","person","author","Gordon, Lyndall, author [person]","","","England","London","Virago","2014","","1 online resource","823.912","ELD.DS.5074","Woolf, Virginia, 1882-1941 ; Women novelists, English--20th century--Biography ; Novelists, English--20th century--Biography","Biography","English","Additional physical form: Print version. 9781844081424 ; Originally published: 1984",""
"Virginia Woolf : ambivalent activist","","017577379","Monograph","Language material ; Still image ; Text","Volume","GBB5E9471","","9781474401920","Jones, Clara","","person","author","Jones, Clara, author [person]","","","Scotland","Edinburgh","Edinburgh University Press","2016","","ix, 246 pages, black and white illustrations, 25 cm","823.912","YC.2016.a.10154","Woolf, Virginia, 1882-1941--Political activity","","English","Additional physical form: ebook version. 9781474410298",""
"Virginia Woolf : ambivalent activist","","017579261","Monograph","Language material ; Still image ; Text","Online resource (ePub ebook ; PDF ebook)","GBB5F1352","","9781474401937 ; 9781474410298","Jones, Clara","","person","author","Jones, Clara, author [person]","","","Scotland","Edinburgh","Edinburgh University Press","2015","","1 online resource, black and white illustrations","823.912","ELD.DS.590571","Woolf, Virginia, 1882-1941--Political activity","","English","Additional physical form: Print version. 9781474401920",""
"Virginia Woolf : ambivalent activist","","018263249","Monograph","Language material ; Still image ; Text","Volume","GBB744884","","9781474423168","Jones, Clara","","person","author","Jones, Clara, author [person]","","","Scotland","Edinburgh","Edinburgh University Press","2017","","1 volume, black and white illustrations, 24 cm","823.912","","Woolf, Virginia, 1882-1941--Political activity","","English","Originally published: 2016",""
"Virginia Woolf : an MFS reader","","015404204","Monograph","Language material ; Text","Volume","GBB088444","","9780801891175 ; 9780801891182","","","","","Linett, Maren Tova, editor [person]","A modern fiction studies book","","United States of America","Baltimore","Johns Hopkins University Press","2009","","xiii, 443 pages, illustrations, 24 cm","823.912","YC.2010.a.10268","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","",""
"Virginia Woolf : an annotated bibliography of criticism, 1915-1974","","007432288","Monograph","Language material ; Text","Volume","GB7817924","","9780824099619","Majumdar, Robin","","person","author","Majumdar, Robin, author [person]","Garland reference library of the humanities","volume 42 [Garland reference library of the humanities]","England ; United States of America","London ; New York","Garland","1976","","xxii, 118 pages, 23 cm","016.823912","77/25442 ; 78/12223 ; 78/14527 ; X.989/52448","Fiction in English--Woolf, Virginia--Criticism--Bibliographies ; Woolf, Virginia, 1882-1941--Bibliography ; Women and literature--England--Bibliography","","English","Includes index",""
"Virginia Woolf : an exhibition inspired by her writings","","019034924","Monograph","Language material ; Still image ; Text","Volume","GBB907039","","9781849765985","","","","","Smith, Laura, 1983-, editor [person] ; Tassi, Enrico, editor [person] ; Fitzwilliam Museum [organisation] ; Bennett, Eloise, editor [person] ; Tate Gallery St Ives [organisation] ; Pallant House Gallery [organisation]","","","England","London","Tate Publishing","2018","","209 pages, illustrations (black and white and colour), 26 cm","709.0400744237","YC.2019.b.195","Woolf, Virginia, 1882-1941--Influence--Exhibitions ; Art, Modern--20th century--Exhibitions","Exhibition","English","Published on the occasion of the exhibition of the same name held at Tate St Ives, 10th February-29th April, 2018, Pallant House Gallery, Chichester, 26th May-16th September 2018, The Fitzwilliam Museum, Cambridge, 2nd October-9th December, 2018",""
"Virginia Woolf : an inner life","","013074299","Monograph","Language material ; Text","Volume","GBA500876","","9780713996630","Briggs, Julia","","person","","Briggs, Julia [person]","","","England","London","Allen Lane","2005","","544 pages, 24 cm","823.912","m05/.21912","Woolf, Virginia, 1882-1941 ; Women novelists, English--20th century--Biography ; Novelists, English--20th century--Biography","Biography","English","",""
"Virginia Woolf : an inner life","","013385894","Monograph","Language material ; Text","Volume","GBA616351","","9780140234671","Briggs, Julia","","person","author","Briggs, Julia, author [person]","","","England","London","Penguin","2006","","xiv, 527 pages, illustrations, 20 cm","823.912","YC.2007.a.9218","Woolf, Virginia, 1882-1941 ; Women novelists, English--20th century--Biography ; Novelists, English--20th century--Biography","Biography","English","Originally published: London: Allen Lane, 2005",""
"Virginia Woolf : an inner life","","018513824","Monograph","Language material ; Text","Online resource","GBB899775","","9780141905495","Briggs, Julia","","person","author","Briggs, Julia, author [person]","","","England","London","Penguin","2006","","1 online resource, black and white illustrations","823.912","ELD.DS.185687","Woolf, Virginia, 1882-1941 ; Women novelists, English--20th century--Biography ; Novelists, English--20th century--Biography","Biography","English","Originally published: London: Allen Lane, 2005",""
"Virginia Woolf : art, life and vision","","016826198","Monograph","Language material ; Still image ; Text","Volume","GBB609012","","9781855144811","Spalding, Frances","1950-","person","author","National Portrait Gallery (Great Britain) [organisation] ; Spalding, Frances, 1950-, author [person]","","","England","London","National Portrait Gallery","2014","","191 pages, illustrations (black and white and colour), 24 cm","823.912","YC.2016.a.674","Woolf, Virginia, 1882-1941--Exhibitions ; Portraits--England--Exhibitions ; Art and literature--England--History--20th century--Exhibitions","Exhibition","English","Published to accompany the exhibition of the same name held at the National portraits Gallery, 10th July-26th October 2014",""
"Virginia Woolf : becoming a writer","","009393447","Monograph","Language material ; Text","Volume","GBA308990","","9780300092080","Dalsimer, Katherine","1944-","person","author","Dalsimer, Katherine, 1944-, author [person]","","","England ; United States of America","London ; New Haven","Yale University Press","2001","","xvii, 206 pages, 22 cm","823.912","YC.2003.a.1326","Novelists, English--20th century--Biography ; Young women--England--Biography ; Woolf, Virginia, 1882-1941--Childhood and youth ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--England--History--20th century","Biography","English","",""
"Virginia Woolf : centennial essays","","011384322","Monograph","Language material ; Text","Volume","","","9780878752423","","","","","Gottlieb, Laura Moss, editor [person] ; Ginsberg, Elaine K., 1936-, editor [person]","","","United States of America","Troy, New York","Whitston Publishing","1983","","xiii, 336 pages, 24 cm","823.912","84/09776 ; YA.1990.b.1839","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--England--History--20th century","","English","",""
"Virginia Woolf : critical assessments","","008824337","Monograph","Language material ; Text","Volume","GB9419327","","9781873403068","","","","","McNees, Eleanor, editor [person]","The Helm Information critical assessments of writers in English series","9 [The Helm Information critical assessments of writers in English series]","England","Mountfield","Helm Information","1994","","4 volumes (various pagings), portraits, 24 cm","823.912","YC.1994.b.1750 ; m03/40893 ; m03/40894 ; m03/40895 ; m03/40896","Woolf, Virginia, 1882-1941--Criticism and interpretation ; English fiction","","English","",""
"Virginia Woolf : critical assessments","","020020316","Monograph","Language material ; Text","Online resource (ePub ebook)","GBC0I5027","","9781134235858","","","","","McNees, Eleanor Jane, editor [person]","","","England","London","Routledge","2021","","1 online resource","823.912","","Woolf, Virginia, 1882-1941--Criticism and interpretation","","English","Previously issued in print: Mountfield: Helm Information, 1994",""
"Virginia Woolf : célébration poétique","","015537816","Monograph","Language material ; Text","Volume","","","9782243044348","Voltuan","1957-","person","author","Voltuan, 1957-, author [person]","Collection Saint-germain-des-prés","","France","Paris","Librairie-Galerie Racine","2009","Édition originale","147 pages, 21 cm","841.914","YF.2013.a.1863","Woolf, Virginia, 1882-1941--Poetry","Poetry or verse","French","",""
"Virginia Woolf : dramatic novelist","","010056641","Monograph","Language material ; Text","Volume","GB8801581","","9780333443446","Wheare, Jane","1961-","person","author","Wheare, Jane, 1961-, author [person]","","","England","Basingstoke","Macmillan","1989","","x, 238 pages, 23 cm","823.912","89/05340 ; YC.1989.a.3592","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Fiction in English--Woolf, Virginia--1882-1941 ; Authors, English--20th century--Biography","","English","bibliography: p. 225-230. - Includes index",""
"Virginia Woolf : eine Einführung","","012727810","Monograph","Language material ; Text","Volume","","","9783760813011","Erzgräber, Willi","","person","author","Erzgräber, Willi, author [person]","Artemis Einführungen","Band 3 [Artemis Einführungen]","Germany","München","Artemis","1982","","174 pages","","X.958/25282","Woolf, Virginia, 1882-1941 ; Fiction in English--Woolf, Virginia--1882-1941","","German","",""
"Virginia Woolf : en biografi","","012846718","Monograph","Language material ; Text","Volume","","","9788205323452","Vindsetmo, Bjørg","1950-","person","author","Vindsetmo, Bjørg, 1950-, author [person]","","","Norway","Oslo","Gyldendal Norsk","2003","","175 pages, 21 cm","","YF.2006.a.22277","Woolf, Virginia, 1882-1941 ; Authors, English--20th century--Biography","Biography","Norwegian","Previously published in Gyldendals Ariadne-serie",""
"Virginia Woolf : essays on the self","Essays on the self ; Works. Selections","018553752","Monograph","Language material ; Text","Online resource","GBB7L7649","","9781910749838","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person] ; Kavenna, Joanna, author [person]","Classic collection","","","","Notting Hill","2016","","1 online resource (184 pages)","824.912","ELD.DS.203601","Self ; Self (Philosophy)","","English","",""
"Virginia Woolf : experiments in character","","016758989","Monograph","Language material ; Text","Volume","","","9781604978667","Sandberg, Eric","","person","author","Sandberg, Eric, author [person]","","","United States of America","Amherst, New York","Cambria","2013","","xii, 324 pages, 24 cm","823.912","m14/.11547","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Characters and characteristics in literature","","English","",""
"Virginia Woolf : feminism and the reader","","013527362","Monograph","Language material ; Text","Volume","GBA668457","","9781403969651","Fernald, Anne E.","","person","author","Fernald, Anne E., author [person]","","","England ; United States of America","Basingstoke","Palgrave Macmillan","2006","1st edition","xii, 223 pages, 22 cm","823.912","YC.2007.a.2083 ; m06/.40228","Woolf, Virginia, 1882-1941--Criticism and interpretation ; Woolf, Virginia, 1882-1941--Books and reading ; Feminism in literature ; Woolf, Virginia, 1882-1941--Knowledge and learning","","English","",""
"Virginia Woolf : feminism, creativity and the unconscious","","009404182","Monograph","Language material ; Text","Volume","GB9814092","","9780313302831","Maze, J. R.","1923-2008","person","author","Maze, J. R., 1923-2008, author [person]","Contributions to the study of world literature","number 84 [Contributions to the study of world literature]","England","London ; Westport, Connecticut","Greenwood","1997","","220 pages, 25 cm","823.912","3461.461000 ; YC.1998.b.1268","Feminism and literature--England--History--20th century ; Subconsciousness in literature ; Psychological fiction, English--History and criticism ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--England--History--20th century ; Creation (Literary, artistic, etc.)","","English","bibliography: p [211] -215. - Includes index",""
"Virginia Woolf : feminist destinations","","011337349","Monograph","Language material ; Text","Volume","GB8803952","","9780631151890 ; 9780631151913","Bowlby, Rachel","1957-","person","author","Bowlby, Rachel, 1957-, author [person]","Rereading literature","","England","Oxford","Basil Blackwell","1988","","xii, 187 pages, 23 cm","823.912","89/28881 ; YH.1988.a.617","Feminism and literature--England--History--20th century ; Fiction in English--Woolf, Virginia--1882-1941 ; Feminist fiction, English--History and criticism ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Women and literature--England--History--20th century","","English","Includes index",""
"Virginia Woolf : her art as a novelist","","008329602","Monograph","Language material ; Text","Volume","GB6421298","","","Bennett, Joan","","person","","Bennett, Joan [person]","","","England","Cambridge","Cambridge University Press","1964","2nd edition","viii, 171 pages, 19 cm","823.91","X.908/4054","Woolf, Virginia, 1882-1941","","English","Previous edition: 1945",""
"Virginia Woolf : identité, politique, écriture","","014797076","Monograph","Language material ; Text","Volume","","","9782352600374","","","","","Duroux, Françoise [person]","","","France","Paris","Indigo","2008","","139 pages, illustrations, 22 cm","809","YF.2010.a.15778","English literature--Feminism--20th century--Criticism ; Woolf, Virginia, 1882-1941--Criticism and interpretation--Congresses","Congress","French","'Publié avec le concours des Études féminines et de genre (EA E354) et du Conseil scientifique de l'Université Paris VIII'--T.p. verso ; Proceedings of a conference on Virginia Woolf",""
"Virginia Woolf : inspiring quotes from an original feminist icon","Works. Selections","020258207","Monograph","Language material ; Text","Volume","GBC1B1071","","9781913947132","Woolf, Virginia","1882-1941","person","author","Woolf, Virginia, 1882-1941, author [person]","","","England","London","Laurence King Publishing","2021","","1 volume, 17 cm","828.91209","","Woolf, Virginia, 1882-1941--Quotations","Quotation or maxim","English","",""
"Virginia Woolf : interviews and recollections","","007807140","Monograph","Language material ; Text","Volume","GBA541272","","9780877454946","","","","","Stape, J. H. (John Henry), editor [person]","","","United Kingdom ; United States of America","Iowa City","University of Iowa Press","1995","","xvi, 195 pages, 23 cm","823.912","YC.2005.a.2821 ; m00/17929","Woolf, Virginia, 1882-1941 ; Woolf, Virginia, 1882-1941--Friends and associates ; Novelists, English--20th century--Biography","","English","",""
"Virginia Woolf : interviews and recollections","","010674946","Monograph","Language material ; Text","Volume","GB9505284","","9780333599068 ; 9780333629215","","","","","Stape, J. H. (John Henry), editor [person]","Macmillan interviews and recollections","","England","Basingstoke","Macmillan","1995","","xvi, 195 pages, 22 cm","823.912","YC.1995.a.940","Woolf, Virginia, 1882-1941--Biography ; Woolf, Virginia, 1882-1941--Friends and associates ; English fiction ; Women novelists, English--20th century--Biography","","English","",""
"Virginia Woolf : introductions to the major works","","012038864","Monograph","Language material ; Text","Volume","GB9410260","","9781853816291","","","","","Briggs, Julia, editor ; writer [person]","","","England","London","Virago","1994","","xxxiii, 446 pages, 20 cm","823.912","YK.1994.a.3567","Woolf, Virginia, 1882-1941 ; English fiction","","English","",""
"Virginia Woolf : l'ancrage et le voyage","","010783263","Monograph","Language material ; Text","Volume","","","9782729704858","Pellan, Françoise","","person","author","Pellan, Françoise, author [person]","","","France","Lyon","Presses Universitaires de Lyon","1994","","193 pages","823.912","YA.1995.b.1523","Woolf, Virginia, 1882-1941 ; Authors, English--20th century--Biography ; Fiction in English--Woolf, Virginia--1882-1941","","French","",""
"Virginia Woolf : l'écriture en tableau","","008030757","Monograph","Language material ; Text","Volume","","","9782747524568","Lacourarie, Chantal","","person","author","Lacourarie, Chantal, author [person]","Critiques littéraires","","France","Paris","L'Harmattan","2002","","282 pages, 22 cm","823.912","YA.2003.a.10928","Art and literature--England--History--20th century ; Woolf, Virginia, 1882-1941--Knowledge--Art ; Woolf, Virginia, 1882-1941--Technique ; Painting in literature ; Visual perception in literature ; Description (Rhetoric)","","French","",""
"Virginia Woolf : le pur et l'impur : colloque de Cerisy, 2001","","012456204","Monograph","Language material ; Text","Volume","","","9782868476937","","","","","Reynier, Christine [person] ; Bernard, Catherine, 1962- [person]","Collection Interférences","","France","Rennes","Presses Universitaires de Rennes","2002","","301 pages, illustrations, 21 cm","","YA.2003.a.19462","Woolf, Virginia, 1882-1941--Criticism and interpretation--Congresses","Congress","English ; French","",""
"Virginia Woolf : lesbian readings","","012668591","Monograph","Language material ; Text","Volume","GB9758149","","9780814712634 ; 9780814712641","","","","","Cramer, Patricia, 1948 March 17-, author [person] ; Barrett, Eileen, editor [person]","The cutting edge : lesbian life and literature","","England ; United States of America","London ; New York","New York University Press","1997","","xvii, 288 pages, illustrations, 23 cm","823.912","97/20012 ; YC.1998.a.213 ; m00/20790","Feminism and literature--England--History--20th century ; Homosexuality and literature--England--History--20th century ; Sex in literature ; Woolf, Virginia, 1882-1941--Criticism and interpretation ; Lesbianism in literature ; Women and literature--England--History--20th century ; Lesbians in literature","","English","",""
"Virginia Woolf : mia megalē agnōstē","","008009123","Monograph","Language material ; Text","Volume","","","","Karagiōrga, Olympia","","person","author","Karagiōrga, Olympia, author [person]","","","Greece","Athēna","Epikairotēta","1981","","62 pages, illustrations, portraits, 21 cm","","YA.1998.a.4798","Woolf, Virginia, 1882-1941--Criticism and interpretation","","Greek, Modern (1453-)","",""
"Virginia Woolf : mit Selbstzeugnissen und Bilddokumenten","","012067423","Monograph","Language material ; Text","Volume","","","9783499503238","Waldmann, Werner","1944-","person","author","Waldmann, Werner, 1944-, author [person]","Rowohlts Monographien","323 [Rowohlts Monographien]","Germany","Reinbeck bei Hamburg","Rowohlt","1983","","154 pages, illustrations, portraits","","YH.1986.a.304","Woolf, Virginia, 1882-1941 ; Novelists, English--20th century--Biography ; Fiction in English--Woolf, Virginia--Biographies","","German","",""
